No,Rarity,Id,Japanese Name,English Name,Civilization,Set,Reference,Price (Yen),Price (SGD),Qty
120,Rare,61/112,惑星生命体ラムーン,"Lamoon, Planetary Lifeform",Light/Nature,DM23-EX2,"https://duelmasters.fandom.com/wiki/Lamoon,_Planetary_Lifeform",80,0.7,0
121,Rare,62/112,ロイヤル・エイリアン～熱奏のファーザー～,Royal Alien ~Father of Passionate Performance~,Darkness/Fire,DM23-EX2,https://duelmasters.fandom.com/wiki/Royal_Alien_~Father_of_Passionate_Performance~,120,1.04,0
122,Rare,63/112,超越男,Ultimate Man,Light/Water/Darkness/Fire/Nature,DM23-EX2,https://duelmasters.fandom.com/wiki/Ultimate_Man,80,0.7,0
123,Rare,64/112,凶鬼90号ゾレーゴ,"Zorego, Misfortune Demon 90 / Jackpot! Another One!!",Water,DM23-EX2,"https://duelmasters.fandom.com/wiki/Zorego,_Misfortune_Demon_90_/_Jackpot!_Another_One!!",80,0.7,0
124,Uncommon,65/112,試作品クロコギア,"Crocogear, Prototype",Colourless,DM23-EX2,"https://duelmasters.fandom.com/wiki/Crocogear,_Prototype",80,0.7,0
125,Uncommon,66/112,テレポート・チャージャー,Teleport Charger,Colourless,DM23-EX2,https://duelmasters.fandom.com/wiki/Teleport_Charger,80,0.7,0
126,Uncommon,67/112,伝印の精霊龍エメラモンド,"Emeramond, Dyna Dragon Elemental",Light,DM23-EX2,"https://duelmasters.fandom.com/wiki/Emeramond,_Dyna_Dragon_Elemental",50,0.43,0
127,Uncommon,68/112,隻眼ノ裁キ,One Eye's Judgment,Light,DM23-EX2,https://duelmasters.fandom.com/wiki/One_Eye%27s_Judgment,50,0.43,0
128,Uncommon,69/112,サザン・エー,Southern A,Water,DM23-EX2,https://duelmasters.fandom.com/wiki/Southern_A,50,0.43,0
129,Uncommon,70/112,魔導プログラム,Magical Program,Water,DM23-EX2,https://duelmasters.fandom.com/wiki/Magical_Program,50,0.43,0
130,Uncommon,71/112,Dの天災 海底研究所,"Undersea Research Institute, Natural Disaster of D",Water,DM23-EX2,"https://duelmasters.fandom.com/wiki/Undersea_Research_Institute,_Natural_Disaster_of_D",80,0.7,0
131,Uncommon,72/112,邪眼の始祖ロマノフ・アルファ,"Romanov Alpha, Demonic Eye Progenitor",Darkness,DM23-EX2,"https://duelmasters.fandom.com/wiki/Romanov_Alpha,_Demonic_Eye_Progenitor",180,1.57,0
132,Uncommon,73/112,追憶人形ラビリピト,"Rabiripit, Remembrance Doll",Darkness,DM23-EX2,"https://duelmasters.fandom.com/wiki/Rabiripit,_Remembrance_Doll",50,0.43,0
133,Uncommon,74/112,ハンマ=ダンマ,Hamma = Dhamma,Darkness,DM23-EX2,https://duelmasters.fandom.com/wiki/Hamma_%3D_Dhamma,50,0.43,0
134,Uncommon,75/112,ザビ・クラズ・ドラグーン,Zabi Kraz Dragoon,Darkness,DM23-EX2,https://duelmasters.fandom.com/wiki/Zabi_Kraz_Dragoon,80,0.7,0
135,Uncommon,76/112,コート＝メルゲイト,Coat = Melgate,Darkness,DM23-EX2,https://duelmasters.fandom.com/wiki/Coat_%3D_Melgate,50,0.43,0
136,Uncommon,77/112,龍装者バルチュリス,"Valchuris, Dragon Armored",Fire,DM23-EX2,"https://duelmasters.fandom.com/wiki/Valchuris,_Dragon_Armored",120,1.04,0
137,Uncommon,78/112,カモン・ピッピー,Come On Pippi,Fire,DM23-EX2,https://duelmasters.fandom.com/wiki/Come_On_Pippi,50,0.43,0
138,Uncommon,79/112,GIRIGIRI・チクタック,GIRIGIRI Chiktak,Fire,DM23-EX2,https://duelmasters.fandom.com/wiki/GIRIGIRI_Chiktak,50,0.43,0
139,Uncommon,80/112,新世代の旅立ち,Journey of the New Generation,Fire,DM23-EX2,https://duelmasters.fandom.com/wiki/Journey_of_the_New_Generation,50,0.43,0
140,Uncommon,81/112,超銀河弓ANOTHER,Galaxy Bow - ANOTHER,Fire,DM23-EX2,https://duelmasters.fandom.com/wiki/Galaxy_Bow_-_ANOTHER,50,0.43,0
141,Uncommon,82a/112,魔導獣イノセント,"Innocent, Magical Beast",Nature,DM23-EX2,"https://duelmasters.fandom.com/wiki/Innocent,_Magical_Beast",50,0.43,0
142,Uncommon,82b/112,次元のメガ・イノセント・ソード,Dimensional Mega Innocent Sword,Nature,DM23-EX2,https://duelmasters.fandom.com/wiki/Dimensional_Mega_Innocent_Sword,50,0.43,0
143,Uncommon,83/112,聖霊龍騎ボルシャリオ,"Bolshario, Elemental Dragon Knight",Light/Fire,DM23-EX2,"https://duelmasters.fandom.com/wiki/Bolshario,_Elemental_Dragon_Knight",50,0.43,0
144,Uncommon,84/112,デモンズ・ライト,Demon's Light,Water/Darkness,DM23-EX2,https://duelmasters.fandom.com/wiki/Demon%27s_Light,50,0.43,0
145,Uncommon,85a/112,頂上龍素サイクリタ,"Cyclita, Dragment Summit",Water/Darkness/Fire,DM23-EX2,"https://duelmasters.fandom.com/wiki/Cyclita,_Dragment_Summit",120,1.04,0
146,Uncommon,85b/112,勝利の頂上ヴォルグ・イソレイト6th,"Volg Isolate 6th, Victorious Summit",Light/Water/Darkness/Fire/Nature,DM23-EX2,"https://duelmasters.fandom.com/wiki/Volg_Isolate_6th,_Victorious_Summit",120,1.04,0
147,Uncommon,86a/112,頂上の王龍ヴィル・ド・テラ,"Wil Do Tera, Dragon King Summit",Light/Fire/Nature,DM23-EX2,"https://duelmasters.fandom.com/wiki/Wil_Do_Tera,_Dragon_King_Summit",120,1.04,0
148,Uncommon,86b/112,勝利の頂上ヴォルグ・イソレイト6th,"Volg Isolate 6th, Victorious Summit",Light/Water/Darkness/Fire/Nature,DM23-EX2,"https://duelmasters.fandom.com/wiki/Volg_Isolate_6th,_Victorious_Summit",120,1.04,0
149,Uncommon,87a/112,頂上の精霊ミラクルスZ,"Miracle Z, Summit Elemental",Light/Water/Darkness,DM23-EX2,"https://duelmasters.fandom.com/wiki/Miracle_Z,_Summit_Elemental",120,1.04,0
150,Uncommon,87b/112,勝利の頂上ヴォルグ・イソレイト6th,"Volg Isolate 6th, Victorious Summit",Light/Water/Darkness/Fire/Nature,DM23-EX2,"https://duelmasters.fandom.com/wiki/Volg_Isolate_6th,_Victorious_Summit",120,1.04,0
151,Uncommon,88/112,頂上龍覇サソリス2nd,"Sasoris 2nd, Summit Dragon Ruler / ""Natural, Taiman!""",Nature,DM23-EX2,"https://duelmasters.fandom.com/wiki/Sasoris_2nd,_Summit_Dragon_Ruler_/_%22Natural,_Taiman!%22",80,0.7,0
152,Common,89/112,メタルポンの助,Metalponnosuke,Colourless,DM23-EX2,https://duelmasters.fandom.com/wiki/Metalponnosuke,30,0.26,0
153,Common,90/112,ゾンビポンの助,Zombieponnosuke,Colourless,DM23-EX2,https://duelmasters.fandom.com/wiki/Zombieponnosuke,30,0.26,0
154,Common,91/112,アクア・ジゲンガエシ,Aqua Jigengaeshi,Water,DM23-EX2,https://duelmasters.fandom.com/wiki/Aqua_Jigengaeshi,30,0.26,0
155,Common,92/112,一なる伝印イワシモンズ,"Iwashimonds, One Man Dyna",Water,DM23-EX2,"https://duelmasters.fandom.com/wiki/Iwashimonds,_One_Man_Dyna",30,0.26,0
156,Common,93/112,パンドラの記憶,Pandora's Memory,Water,DM23-EX2,https://duelmasters.fandom.com/wiki/Pandora%27s_Memory,30,0.26,0
157,Common,94/112,暗黒鎧ギガリンα,"Gigalin Q, Dark Armor",Darkness,DM23-EX2,"https://duelmasters.fandom.com/wiki/Gigalin_Q,_Dark_Armor",30,0.26,0
158,Common,95/112,爆暗黒ブラックアイラ,"Black Islay, Explosive Darkness",Darkness,DM23-EX2,"https://duelmasters.fandom.com/wiki/Black_Islay,_Explosive_Darkness",30,0.26,0
159,Common,96/112,爆撃男,Bombardment Mutant,Darkness,DM23-EX2,https://duelmasters.fandom.com/wiki/Bombardment_Mutant,30,0.26,0
160,Common,97/112,Re: 奪取ブラッドレイン,"BloodRayne, Restart Dash",Darkness,DM23-EX2,"https://duelmasters.fandom.com/wiki/BloodRayne,_Restart_Dash",80,0.7,0
161,Common,98/112,爆獣ダキテー・ドラグーン,"Dacity Dragoon, Explosive Beast / Game On! Charger",Fire,DM23-EX2,"https://duelmasters.fandom.com/wiki/Dacity_Dragoon,_Explosive_Beast_/_Game_On!_Charger",30,0.26,0
162,Common,99/112,オンソク童子<ターボ.鬼>,Onsoku Doji (Turbo Ogre),Fire,DM23-EX2,https://duelmasters.fandom.com/wiki/Onsoku_Doji_(Turbo_Ogre),50,0.43,0
163,Common,100/112,無礼な刃ラッシュα,"Rush, Break Blade Q",Fire,DM23-EX2,"https://duelmasters.fandom.com/wiki/Rush,_Break_Blade_Q",30,0.26,0
164,Common,101/112,伝印る両手スミスモンド,"Smithmond, Dynamic Hands",Fire,DM23-EX2,"https://duelmasters.fandom.com/wiki/Smithmond,_Dynamic_Hands",30,0.26,0
165,Common,102/112,韋駄天モー,Speedy Mo / Living Lithograph,Nature,DM23-EX2,https://duelmasters.fandom.com/wiki/Speedy_Mo_/_Living_Lithograph,30,0.26,0
166,Common,103/112,育ち盛りのホーンα,Growing Horn Q,Nature,DM23-EX2,https://duelmasters.fandom.com/wiki/Growing_Horn_Q,30,0.26,0
167,Common,104/112,伝印速ヴェルモンド,"Vermond, Dyna Speed",Nature,DM23-EX2,"https://duelmasters.fandom.com/wiki/Vermond,_Dyna_Speed",30,0.26,0
168,Common,105/112,スナイプ・モスキート,Sniper Mosquito,Nature,DM23-EX2,https://duelmasters.fandom.com/wiki/Sniper_Mosquito,50,0.43,0
169,Common,106/112,五郎丸コミュニケーション,Goromaru Communication,Nature,DM23-EX2,https://duelmasters.fandom.com/wiki/Goromaru_Communication,30,0.26,0
170,Common,107/112,フェアリー・Re：ライフ,Faerie Re:Life,Nature,DM23-EX2,https://duelmasters.fandom.com/wiki/Faerie_Re:Life,220,1.91,0
171,Common,108/112,電脳鎧冑アカシック・オリジナル,"Akashic Original, Cyber Armor",Water/Nature,DM23-EX2,"https://duelmasters.fandom.com/wiki/Akashic_Original,_Cyber_Armor",30,0.26,0
172,Common,109/112,爆獣イナバ・ギーゼ,"Inaba Geeze, the Explosive / Magic Shot - Soul Catcher",Darkness,DM23-EX2,"https://duelmasters.fandom.com/wiki/Inaba_Geeze,_the_Explosive_/_Magic_Shot_-_Soul_Catcher",30,0.26,0
173,Common,110/112,早食王のリンパオ,"Rinpao, King of Speed Eating / Like a Rolling Storm",Darkness,DM23-EX2,"https://duelmasters.fandom.com/wiki/Rinpao,_King_of_Speed_Eating_/_Like_a_Rolling_Storm",30,0.26,0
174,Common,111/112,力持ちのジェロン,"Geron, the Strong / Guard Grip",Water,DM23-EX2,"https://duelmasters.fandom.com/wiki/Geron,_the_Strong_/_Guard_Grip",30,0.26,0
175,Common,112/112,大鉄漢シルバスターズ,Grand Iron Man Silbusters / Scream Charger,Darkness,DM23-EX2,https://duelmasters.fandom.com/wiki/Grand_Iron_Man_Silbusters_/_Scream_Charger,30,0.26,0
